accepted_fill_count,baseline_atr,combination_id,crossings_per_hour,direction,force_close_at,grid_count,grid_lower,grid_upper,inventory_drag,inventory_drag_ratio,inventory_forced_exit_count,inventory_realized_pnl,loss_component,max_drawdown,max_drawdown_pct,max_inventory_utilization,max_unpaired_lot_age,max_unpaired_lots,mean_inventory_utilization,net_capacity_per_hour,net_pnl,pair_completion_count,paired_grid_pnl,peak_negative_unrealized_pnl,pre_exit_inventory_notional,pre_exit_unrealized_pnl,profit_factor_component,profit_protection_close_count,profit_protection_reduce_count,profit_protection_suppress_count,rejected_fill_count,scenario,seed,step_pct,stop_loss_count,stopped_at_index,stopped_at_price,stopped_reason,symbol,take_profit_count,window_force_close_count,window_key
35,1.257857142857168,11111,5.0,NEUTRAL,2026-05-18T06:00:00+00:00,5,1372.0558217219398,1413.8443239063643,0.056810806423345635,0.0076416674752235675,0,-0.18192880642335693,0.0,3.7499180108273538,0.007499836021654708,0.48304479999999994,2879,3,0.2593764910027265,0.013800358387650109,6.666870221825823,17,7.434346836936078,4.123785244968372,83.412,-0.056810806423345635,6.666870221825823,0,0,0,20,MAKER_PROMO_OFF,31,0.005289471677530022,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
31,1.257857142857168,11111,5.0,NEUTRAL,2026-05-18T06:00:00+00:00,5,1372.0558217219398,1413.8443239063643,0.056810806423345635,0.008609935872141742,0,-0.18192880642335693,0.0,4.066383123657301,0.008132766247314602,0.6111072,2878,3,0.2568166016358679,0.013800358387650109,5.886524669486179,15,6.598284501416828,4.123785244968372,83.412,-0.056810806423345635,5.886524669486179,0,0,0,17,MAKER_PROMO_OFF,59,0.005289471677530022,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
33,1.257857142857168,11111,5.0,NEUTRAL,2026-05-18T06:00:00+00:00,5,1372.0558217219398,1413.8443239063643,0.056810806423345635,0.008097855102068731,0,-0.18192880642335693,0.0,3.7499180108273538,0.007499836021654708,0.48304479999999994,2878,3,0.2592245393517116,0.013800358387650109,6.27576222131512,16,7.015537535221194,4.123785244968372,83.412,-0.056810806423345635,6.27576222131512,0,0,0,20,MAKER_PROMO_OFF,97,0.005289471677530022,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
144,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.029315218787110096,0.0,3.2847789543211636,0.006569557908642327,0.426216,1305,5,0.18688047791578308,0.0011480273010799058,8.318915146477845,71,8.401177861416956,3.575035120112668,83.412,0.05409678121287925,8.318915146477845,0,0,0,65,PRIMARY_ZERO_MAKER,3,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
148,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.029315218787110096,0.0,3.7120528499679137,0.0074241056999358275,0.4999968,1304,5,0.1846028859133596,0.0011480273010799058,8.59418983753879,73,8.676452552477901,3.575035120112668,83.412,0.05409678121287925,8.59418983753879,0,0,0,80,PRIMARY_ZERO_MAKER,10,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
142,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.029315218787110096,0.0,3.313442191270581,0.0066268843825411615,0.4645385999999999,1308,5,0.18650228373220235,0.0011480273010799058,8.152611656043375,70,8.234874370982485,3.575035120112668,83.412,0.05409678121287925,8.152611656043375,0,0,0,123,PRIMARY_ZERO_MAKER,17,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
142,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.029315218787110096,0.0,3.2994138948150544,0.0065988277896301085,0.4654464,1308,5,0.18550014335049986,0.0011480273010799058,8.225085247915707,70,8.307347962854818,3.575035120112668,83.412,0.05409678121287925,8.225085247915707,0,0,0,93,PRIMARY_ZERO_MAKER,31,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
132,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.029315218787110096,0.0,3.533529956724058,0.007067059913448115,0.4999968,1301,5,0.18468070518024843,0.0011480273010799058,7.6263042705481485,65,7.708566985487258,3.575035120112668,83.412,0.05409678121287925,7.6263042705481485,0,0,0,87,PRIMARY_ZERO_MAKER,59,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
142,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.029315218787110096,0.0,3.3018829037284405,0.006603765807456881,0.426216,1306,5,0.18469708106634355,0.0011480273010799058,8.207478194644269,70,8.28974090958338,3.575035120112668,83.412,0.05409678121287925,8.207478194644269,0,0,0,79,PRIMARY_ZERO_MAKER,97,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
122,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.1544332187871214,0.0,4.748298029979428,0.009496596059958855,0.545056,1312,5,0.18717867531051197,0.0011480273010799058,6.889874644802441,60,7.112623156165562,3.575035120112668,83.412,0.05409678121287925,6.889874644802441,0,0,0,205,EXECUTION_STRESS,3,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
134,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.1544332187871214,0.0,4.538852849967912,0.009077705699935825,0.5432560000000001,1304,5,0.18312618697364433,0.0011480273010799058,7.600133255696749,66,7.828481662135871,3.575035120112668,83.412,0.05409678121287925,7.600133255696749,0,0,0,190,EXECUTION_STRESS,10,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
124,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.1544332187871214,0.0,4.00902777229951,0.00801805554459902,0.4918644,1309,5,0.18109284992426536,0.0011480273010799058,7.014667589613203,61,7.243015996052325,3.575035120112668,83.412,0.05409678121287925,7.014667589613203,0,0,0,237,EXECUTION_STRESS,17,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
124,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.1544332187871214,0.0,3.6732829037284445,0.007346565807456889,0.49282560000000003,1308,5,0.18402028579218419,0.0011480273010799058,6.999989559264033,61,7.228337965703155,3.575035120112668,83.412,0.05409678121287925,6.999989559264033,0,0,0,191,EXECUTION_STRESS,31,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
118,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.1544332187871214,0.0,4.243143834208514,0.008486287668417027,0.4632976,1300,5,0.1838528796728264,0.0011480273010799058,6.622190402301115,58,6.850538808740237,3.575035120112668,83.412,0.05409678121287925,6.622190402301115,0,0,0,191,EXECUTION_STRESS,59,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
122,1.257857142857168,12111,2.3333333333333335,NEUTRAL,2026-05-18T06:00:00+00:00,10,1372.0558217219398,1413.8443239063643,0.0,0.0,0,-0.1544332187871214,0.0,3.8994829037284426,0.007798965807456885,0.5432560000000001,1315,5,0.18588645883065735,0.0011480273010799058,6.8890819716278076,60,7.1174303780669295,3.575035120112668,83.412,0.05409678121287925,6.8890819716278076,0,0,0,213,EXECUTION_STRESS,97,0.002621411700462817,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2940,3,0.23392618073311117,0.008515523437260452,6.982561512916107,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.982561512916107,0,0,0,5,PRIMARY_ZERO_MAKER,3,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23450279818236897,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,10,PRIMARY_ZERO_MAKER,10,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23601589154801575,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,12,PRIMARY_ZERO_MAKER,17,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.157817611590869,0.008315635223181739,0.48304479999999994,2941,3,0.23053826295062102,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,9,PRIMARY_ZERO_MAKER,31,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2940,3,0.2346319301423811,0.008515523437260452,6.982561512916107,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.982561512916107,0,0,0,14,PRIMARY_ZERO_MAKER,59,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.24630672774218054,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2942,3,0.23424600624053316,0.008515523437260452,6.332684396764779,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,6.332684396764779,0,0,0,19,PRIMARY_ZERO_MAKER,97,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.3714247277421919,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2941,3,0.23253488021811572,0.008515523437260452,6.836475821416096,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.836475821416096,0,0,0,20,EXECUTION_STRESS,3,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
19,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.027332880591873214,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.49282560000000003,2941,3,0.2295810591941836,0.008515523437260452,5.53672158911344,9,5.9596619242036315,3.8450000000000113,83.412,-0.16289472774219121,5.53672158911344,0,0,0,31,EXECUTION_STRESS,10,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
17,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.030678216468426545,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2942,3,0.23294727155407452,0.008515523437260452,4.88684447296211,8,5.309784808052302,3.8450000000000113,83.412,-0.16289472774219121,4.88684447296211,0,0,0,30,EXECUTION_STRESS,17,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
19,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.027332880591873217,0,-0.3714247277421919,0.0,4.027017611590866,0.008054035223181731,0.48304479999999994,2943,3,0.2365206354438049,0.008515523437260452,5.536721589113439,9,5.959661924203631,3.8446176115908677,83.412,-0.16289472774219121,5.536721589113439,0,0,0,31,EXECUTION_STRESS,31,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
17,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.030678216468426545,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.48304479999999994,2942,3,0.2275139731596486,0.008515523437260452,4.88684447296211,8,5.309784808052302,3.8450000000000113,83.412,-0.16289472774219121,4.88684447296211,0,0,0,21,EXECUTION_STRESS,59,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
19,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.027332880591873217,0,-0.3714247277421919,0.0,4.279600209848016,0.00855920041969603,0.5031,2939,3,0.2294714470766434,0.008515523437260452,5.536721589113439,9,5.959661924203631,3.8450000000000113,83.412,-0.16289472774219121,5.536721589113439,0,0,0,38,EXECUTION_STRESS,97,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
23,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.022439094856987363,0,-0.2880127277422025,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2940,3,0.23392618073311117,0.007915523437260453,6.573753478273811,11,7.259416156506288,3.8446176115908677,83.412,-0.16289472774219121,6.573753478273811,0,0,0,5,MAKER_PROMO_OFF,3,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
21,1.257857142857168,21111,1.5,NEUTRAL,2026-05-18T06:00:00+00:00,5,1362.1547752209706,1423.7453704073332,0.16289472774219121,0.024645399134134337,0,-0.2880127277422025,0.0,4.057903408068547,0.008115806816137095,0.48304479999999994,2941,3,0.23450279818236897,0.007915523437260453,5.957305979654616,10,6.609539040354959,3.8446176115908677,83.412,-0.16289472774219121,5.957305979654616,0,0,0,10,MAKER_PROMO_OFF,10,0.007806415624840302,0,3300,1390.2,window_force_close,SNDKUSDT,0,1,US_STOCK:2026-05-15T20:00:00+00:00:2026-05-18T08:00:00+00:00
